Merchant_ID,Merchant_Name,Merchant_Category,City,State,Merchant_Risk_Score,Merchant_Type,Partner_Offer_Eligible
MERCH_0604,Taj Dining Outlet 863,Dining_Out,Kolkata,West Bengal,16,Online,False
MERCH_0605,Amazon Prime Outlet 385,Entertainment,Pune,Maharashtra,43,Online,False
MERCH_0606,Mainland China Outlet 979,Dining_Out,Coimbatore,Tamil Nadu,23,Online,False
MERCH_0607,Ola Outlet 964,Travel,Nagpur,Maharashtra,41,Retail,False
MERCH_0608,Max Healthcare Outlet 482,Healthcare,Chennai,Tamil Nadu,18,Online,False
MERCH_0609,Domino's Outlet 753,Food,Noida,Uttar Pradesh,6,Online,False
MERCH_0610,Blinkit Outlet 357,Grocery,Ahmedabad,Gujarat,26,Hybrid,True
MERCH_0611,Hard Rock Cafe Outlet 453,Dining_Out,Surat,Gujarat,24,Hybrid,False
MERCH_0612,Coursera Outlet 702,Education,Jaipur,Rajasthan,14,Online,False
MERCH_0613,Myntra Outlet 268,Shopping,Bangalore,Karnataka,11,Online,False
MERCH_0614,Airtel Fiber Outlet 171,Utility,Nagpur,Maharashtra,15,Online,False
MERCH_0615,More Retail Outlet 818,Grocery,Kochi,Kerala,20,Online,False
MERCH_0616,PVR Cinemas Outlet 566,Entertainment,Ahmedabad,Gujarat,27,Hybrid,False
MERCH_0617,Flipkart Outlet 223,Shopping,Kochi,Kerala,33,Online,False
MERCH_0618,Subway Outlet 635,Food,Lucknow,Uttar Pradesh,22,Retail,True
MERCH_0619,Hindustan Petroleum Outlet 488,Fuel,Kolkata,West Bengal,22,Retail,True
MERCH_0620,Zara Outlet 172,Shopping,Pune,Maharashtra,34,Online,False
MERCH_0621,Housing Rent Transfer Outlet 384,Rent,Trivandrum,Kerala,24,Retail,True
MERCH_0622,Jio Fiber Outlet 932,Utility,Hyderabad,Telangana,42,Online,False
MERCH_0623,Zepto Outlet 920,Grocery,Kanpur,Uttar Pradesh,13,Online,False
MERCH_0624,BESCOM Outlet 48,Utility,Delhi,Delhi,33,Online,True
MERCH_0625,BESCOM Outlet 420,Utility,Mumbai,Maharashtra,35,Online,False
MERCH_0626,Society Maintenance Outlet 980,Rent,Lucknow,Uttar Pradesh,5,Retail,True
MERCH_0627,Hardware Store Outlet 624,Other,Mumbai,Maharashtra,42,Hybrid,True
MERCH_0628,DMart Outlet 135,Grocery,Surat,Gujarat,14,Online,False
MERCH_0629,More Retail Outlet 198,Grocery,Kolkata,West Bengal,40,Retail,False
MERCH_0630,Gift Gallery Outlet 698,Other,Nagpur,Maharashtra,30,Online,False
MERCH_0631,Indraprastha Gas Outlet 264,Utility,Surat,Gujarat,9,Online,False
MERCH_0632,Pizza Hut Outlet 268,Food,Kochi,Kerala,17,Hybrid,False
MERCH_0633,More Retail Outlet 164,Grocery,Mysore,Karnataka,42,Retail,False
MERCH_0634,Apollo Pharmacy Outlet 638,Healthcare,Hyderabad,Telangana,25,Hybrid,False
MERCH_0635,Shell Petrol Outlet 273,Fuel,Udaipur,Rajasthan,33,Retail,True
MERCH_0636,Adani Electricity Outlet 806,Utility,Kanpur,Uttar Pradesh,41,Online,False
MERCH_0637,DPS School Outlet 857,Education,Mysore,Karnataka,42,Hybrid,False
MERCH_0638,CCD Outlet 82,Food,Jaipur,Rajasthan,32,Hybrid,False
MERCH_0639,Municipal Water Outlet 51,Utility,Delhi,Delhi,6,Online,False
MERCH_0640,Housing Rent Transfer Outlet 608,Rent,Kolkata,West Bengal,29,Retail,False
MERCH_0641,Westside Outlet 335,Shopping,Trivandrum,Kerala,22,Hybrid,False
MERCH_0642,Nykaa Outlet 413,Shopping,Hyderabad,Telangana,24,Online,True
MERCH_0643,Housing Rent Transfer Outlet 126,Rent,Kochi,Kerala,7,Retail,False
MERCH_0644,Practo Outlet 969,Healthcare,Surat,Gujarat,17,Online,True
MERCH_0645,BESCOM Outlet 545,Utility,Delhi,Delhi,20,Online,False
MERCH_0646,Shoppers Stop Outlet 788,Shopping,Mumbai,Maharashtra,8,Hybrid,False
MERCH_0647,Groww SIP Digital,Investment,Ahmedabad,Gujarat,43,Online,False
MERCH_0648,Spotify Outlet 324,Entertainment,Hyderabad,Telangana,11,Online,False
MERCH_0649,Bharat Petroleum Outlet 904,Fuel,Hyderabad,Telangana,24,Retail,False
MERCH_0650,Microsoft 365 Digital,Subscription,Mumbai,Maharashtra,39,Online,True
MERCH_0651,Amity University Outlet 738,Education,Kanpur,Uttar Pradesh,5,Online,True
MERCH_0652,Decathlon Outlet 628,Shopping,Jaipur,Rajasthan,40,Online,True
MERCH_0653,Udemy Outlet 543,Education,Pune,Maharashtra,43,Hybrid,False
MERCH_0654,Westside Outlet 606,Shopping,Noida,Uttar Pradesh,35,Hybrid,False
MERCH_0655,LIC India Outlet 110,Insurance,Pune,Maharashtra,18,Hybrid,False
MERCH_0656,Municipal Water Outlet 963,Utility,Lucknow,Uttar Pradesh,6,Online,True
MERCH_0657,Housing Rent Transfer Outlet 603,Rent,Kanpur,Uttar Pradesh,33,Retail,True
MERCH_0658,Spotify Family Digital,Subscription,Bangalore,Karnataka,36,Online,False
MERCH_0659,Reliance Petroleum Outlet 371,Fuel,Coimbatore,Tamil Nadu,40,Retail,False
MERCH_0660,DPS School Outlet 902,Education,Chandigarh,Punjab,19,Retail,False
MERCH_0661,NPS Contribution Digital,Investment,Delhi,Delhi,43,Online,False
MERCH_0662,Social Outlet 71,Dining_Out,Kolkata,West Bengal,22,Retail,False
MERCH_0663,Tata Power Outlet 322,Utility,Mysore,Karnataka,18,Online,False
MERCH_0664,Shell Petrol Outlet 107,Fuel,Surat,Gujarat,9,Retail,False
MERCH_0665,Tata Power Outlet 647,Utility,Nagpur,Maharashtra,16,Online,False
MERCH_0666,DPS School Outlet 807,Education,Coimbatore,Tamil Nadu,7,Retail,False
MERCH_0667,Mainland China Outlet 752,Dining_Out,Surat,Gujarat,27,Online,True
MERCH_0668,Shoppers Stop Outlet 181,Shopping,Surat,Gujarat,36,Retail,False
MERCH_0669,Bharat Petroleum Outlet 115,Fuel,Surat,Gujarat,29,Retail,False
MERCH_0670,Spotify Outlet 463,Entertainment,Nagpur,Maharashtra,30,Online,False
MERCH_0671,Hindustan Petroleum Outlet 197,Fuel,Noida,Uttar Pradesh,40,Retail,True
MERCH_0672,DMart Outlet 606,Grocery,Delhi,Delhi,26,Online,True
MERCH_0673,Nature's Basket Outlet 619,Grocery,Lucknow,Uttar Pradesh,24,Online,False
MERCH_0674,Cred RentPay Outlet 905,Rent,Chennai,Tamil Nadu,31,Retail,False
MERCH_0675,Social Outlet 691,Dining_Out,Hyderabad,Telangana,37,Hybrid,False
MERCH_0676,Burger King Outlet 656,Food,Surat,Gujarat,32,Online,False
MERCH_0677,Jio Fiber Outlet 543,Utility,Lucknow,Uttar Pradesh,37,Online,False
MERCH_0678,NoBroker Rent Outlet 763,Rent,Trivandrum,Kerala,20,Retail,False
MERCH_0679,Tata Power Outlet 762,Utility,Mysore,Karnataka,10,Online,False
MERCH_0680,Adani Electricity Outlet 932,Utility,Coimbatore,Tamil Nadu,14,Online,False
MERCH_0681,Groww SIP Digital,Investment,Mysore,Karnataka,10,Online,False
MERCH_0682,Taj Dining Outlet 287,Dining_Out,Ludhiana,Punjab,11,Retail,False
MERCH_0683,Indian Oil Outlet 403,Fuel,Trivandrum,Kerala,13,Retail,False
MERCH_0684,DPS School Outlet 235,Education,Ludhiana,Punjab,39,Retail,False
MERCH_0685,BESCOM Outlet 847,Utility,Kanpur,Uttar Pradesh,23,Online,False
MERCH_0686,Simplilearn Outlet 469,Education,Bangalore,Karnataka,34,Online,False
MERCH_0687,Microsoft 365 Digital,Subscription,Chandigarh,Punjab,6,Online,True
MERCH_0688,Fortis Hospital Outlet 415,Healthcare,Delhi,Delhi,33,Hybrid,False
MERCH_0689,Hardware Store Outlet 360,Other,Kolkata,West Bengal,20,Retail,True
MERCH_0690,Social Outlet 673,Dining_Out,Pune,Maharashtra,44,Retail,False
MERCH_0691,Indraprastha Gas Outlet 777,Utility,Kanpur,Uttar Pradesh,7,Online,False
MERCH_0692,DAV College Outlet 608,Education,Trivandrum,Kerala,25,Hybrid,False
MERCH_0693,H&M Outlet 565,Shopping,Delhi,Delhi,21,Hybrid,False
MERCH_0694,Airtel Fiber Outlet 908,Utility,Surat,Gujarat,6,Online,False
MERCH_0695,Max Life Insurance Outlet 402,Insurance,Trivandrum,Kerala,39,Hybrid,True
MERCH_0696,Local Clinic Outlet 682,Healthcare,Hyderabad,Telangana,41,Hybrid,False
MERCH_0697,Pet Shop Outlet 352,Other,Pune,Maharashtra,31,Hybrid,True
MERCH_0698,Reliance Petroleum Outlet 67,Fuel,Bangalore,Karnataka,25,Retail,False
MERCH_0699,Mutual Fund Direct Digital,Investment,Chandigarh,Punjab,36,Online,False
MERCH_0700,BYJU'S Outlet 746,Education,Mumbai,Maharashtra,17,Hybrid,False
MERCH_0701,Coursera Outlet 380,Education,Nagpur,Maharashtra,9,Retail,False
MERCH_0702,Zerodha Fund Digital,Investment,Lucknow,Uttar Pradesh,24,Online,True
MERCH_0703,Practo Outlet 170,Healthcare,Chennai,Tamil Nadu,24,Retail,False
MERCH_0704,NPS Contribution Digital,Investment,Kolkata,West Bengal,36,Online,False
MERCH_0705,Hardware Store Outlet 658,Other,Chennai,Tamil Nadu,17,Hybrid,False
MERCH_0706,Hardware Store Outlet 840,Other,Bangalore,Karnataka,14,Retail,True
MERCH_0707,Netflix Outlet 99,Entertainment,Bangalore,Karnataka,20,Hybrid,True
MERCH_0708,Spencer's Outlet 766,Grocery,Udaipur,Rajasthan,37,Online,True
MERCH_0709,PVR Cinemas Outlet 986,Entertainment,Udaipur,Rajasthan,34,Hybrid,False
MERCH_0710,Apollo Clinic Outlet 475,Healthcare,Udaipur,Rajasthan,44,Retail,False
MERCH_0711,Zerodha Fund Digital,Investment,Ludhiana,Punjab,39,Online,False
MERCH_0712,Simplilearn Outlet 851,Education,Kolkata,West Bengal,15,Hybrid,False
MERCH_0713,NPS Contribution Digital,Investment,Noida,Uttar Pradesh,20,Online,False
MERCH_0714,Practo Outlet 533,Healthcare,Nagpur,Maharashtra,40,Online,True
MERCH_0715,Decathlon Outlet 292,Shopping,Kochi,Kerala,13,Online,True
MERCH_0716,Punjab Grill Outlet 975,Dining_Out,Hyderabad,Telangana,5,Online,True
MERCH_0717,Local Kirana Outlet 919,Grocery,Hyderabad,Telangana,35,Hybrid,False
MERCH_0718,Tata Power Outlet 919,Utility,Chennai,Tamil Nadu,28,Online,False
MERCH_0719,Housing Rent Transfer Outlet 196,Rent,Kochi,Kerala,22,Retail,False
MERCH_0720,Spotify Family Digital,Subscription,Chennai,Tamil Nadu,26,Online,True
MERCH_0721,Spotify Family Digital,Subscription,Ahmedabad,Gujarat,35,Online,False
MERCH_0722,Uber Outlet 412,Travel,Surat,Gujarat,41,Online,False
MERCH_0723,DMart Outlet 93,Grocery,Lucknow,Uttar Pradesh,26,Retail,True
MERCH_0724,NoBroker Rent Outlet 892,Rent,Ahmedabad,Gujarat,6,Retail,False
MERCH_0725,Housing Rent Transfer Outlet 283,Rent,Chandigarh,Punjab,14,Retail,False
MERCH_0726,Cred RentPay Outlet 885,Rent,Surat,Gujarat,43,Retail,False
MERCH_0727,Cred RentPay Outlet 802,Rent,Trivandrum,Kerala,19,Retail,False
MERCH_0728,Shell Petrol Outlet 381,Fuel,Surat,Gujarat,92,Retail,False
MERCH_0729,Disney VIP Digital,Subscription,Chennai,Tamil Nadu,39,Online,False
MERCH_0730,Reliance Fresh Outlet 977,Grocery,Ludhiana,Punjab,21,Hybrid,True
MERCH_0731,Zara Outlet 727,Shopping,Nagpur,Maharashtra,16,Online,False
MERCH_0732,Salon & Spa Outlet 858,Other,Hyderabad,Telangana,18,Retail,False
MERCH_0733,SBI General Insurance Outlet 353,Insurance,Mysore,Karnataka,28,Online,True
MERCH_0734,Flipkart Outlet 689,Shopping,Lucknow,Uttar Pradesh,91,Retail,True
MERCH_0735,Local Kirana Outlet 372,Grocery,Chennai,Tamil Nadu,27,Online,False
MERCH_0736,Westside Outlet 684,Shopping,Kochi,Kerala,32,Hybrid,False
MERCH_0737,Nature's Basket Outlet 657,Grocery,Kolkata,West Bengal,12,Hybrid,False
MERCH_0738,Zomato Outlet 363,Food,Chennai,Tamil Nadu,30,Online,False
MERCH_0739,Spotify Outlet 945,Entertainment,Hyderabad,Telangana,32,Hybrid,False
MERCH_0740,More Retail Outlet 653,Grocery,Kolkata,West Bengal,29,Hybrid,False
MERCH_0741,Hindustan Petroleum Outlet 885,Fuel,Lucknow,Uttar Pradesh,24,Retail,False
MERCH_0742,Society Maintenance Outlet 844,Rent,Hyderabad,Telangana,11,Retail,True
MERCH_0743,Social Outlet 530,Dining_Out,Kanpur,Uttar Pradesh,29,Retail,True
MERCH_0744,Local Pub Outlet 128,Dining_Out,Lucknow,Uttar Pradesh,44,Retail,False
MERCH_0745,Hard Rock Cafe Outlet 776,Dining_Out,Trivandrum,Kerala,18,Online,False
MERCH_0746,Taj Dining Outlet 31,Dining_Out,Nagpur,Maharashtra,22,Hybrid,False
MERCH_0747,Disney VIP Digital,Subscription,Mysore,Karnataka,44,Online,False
MERCH_0748,Local Kirana Outlet 376,Grocery,Pune,Maharashtra,14,Retail,False
MERCH_0749,Apollo Clinic Outlet 767,Healthcare,Mumbai,Maharashtra,44,Online,False
MERCH_0750,Housing Rent Transfer Outlet 244,Rent,Kochi,Kerala,44,Retail,True
MERCH_0751,Apollo Pharmacy Outlet 307,Healthcare,Pune,Maharashtra,27,Hybrid,False
MERCH_0752,Salon & Spa Outlet 319,Other,Kochi,Kerala,7,Retail,True
MERCH_0753,MedPlus Outlet 311,Healthcare,Ahmedabad,Gujarat,43,Hybrid,False
MERCH_0754,Max Life Insurance Outlet 228,Insurance,Chennai,Tamil Nadu,19,Hybrid,False
MERCH_0755,Gift Gallery Outlet 317,Other,Kanpur,Uttar Pradesh,37,Online,False
MERCH_0756,Bharat Petroleum Outlet 862,Fuel,Bangalore,Karnataka,17,Retail,True
MERCH_0757,Gift Gallery Outlet 401,Other,Kolkata,West Bengal,7,Hybrid,False
MERCH_0758,Coursera Outlet 186,Education,Ahmedabad,Gujarat,40,Hybrid,False
MERCH_0759,LIC India Outlet 65,Insurance,Delhi,Delhi,16,Hybrid,False
MERCH_0760,Gift Gallery Outlet 244,Other,Delhi,Delhi,11,Retail,False
MERCH_0761,Apollo Pharmacy Outlet 579,Healthcare,Hyderabad,Telangana,43,Retail,False
MERCH_0762,Tata Power Outlet 242,Utility,Pune,Maharashtra,40,Online,False
MERCH_0763,Starbucks Outlet 150,Food,Chandigarh,Punjab,31,Hybrid,True
MERCH_0764,Local Tailor Outlet 285,Other,Kolkata,West Bengal,13,Hybrid,False
MERCH_0765,SBI General Insurance Outlet 674,Insurance,Jaipur,Rajasthan,35,Online,False
MERCH_0766,NoBroker Rent Outlet 398,Rent,Jaipur,Rajasthan,29,Retail,True
MERCH_0767,Spotify Outlet 431,Entertainment,Nagpur,Maharashtra,43,Online,False
MERCH_0768,Decathlon Outlet 986,Shopping,Kochi,Kerala,21,Retail,False
MERCH_0769,SBI General Insurance Outlet 761,Insurance,Chennai,Tamil Nadu,33,Retail,False
MERCH_0770,Haldirams Outlet 385,Food,Chennai,Tamil Nadu,33,Online,False
MERCH_0771,Hardware Store Outlet 453,Other,Surat,Gujarat,19,Online,False
MERCH_0772,Netflix Premium Digital,Subscription,Hyderabad,Telangana,36,Online,False
MERCH_0773,Society Maintenance Outlet 172,Rent,Pune,Maharashtra,9,Retail,False
MERCH_0774,DAV College Outlet 867,Education,Kochi,Kerala,14,Online,False
MERCH_0775,Disney VIP Digital,Subscription,Kochi,Kerala,13,Online,True
MERCH_0776,Zara Outlet 201,Shopping,Chennai,Tamil Nadu,18,Hybrid,True
MERCH_0777,More Retail Outlet 113,Grocery,Mumbai,Maharashtra,38,Retail,False
MERCH_0778,Subway Outlet 327,Food,Udaipur,Rajasthan,29,Online,False
MERCH_0779,Ajio Outlet 427,Shopping,Noida,Uttar Pradesh,34,Online,False
MERCH_0780,Punjab Grill Outlet 521,Dining_Out,Chandigarh,Punjab,31,Hybrid,False
MERCH_0781,Domino's Outlet 712,Food,Kolkata,West Bengal,10,Hybrid,False
MERCH_0782,Dry Cleaners Outlet 366,Other,Noida,Uttar Pradesh,16,Online,False
MERCH_0783,Social Outlet 190,Dining_Out,Ludhiana,Punjab,10,Retail,False
MERCH_0784,Cred RentPay Outlet 521,Rent,Noida,Uttar Pradesh,14,Retail,False
MERCH_0785,Zomato Outlet 685,Food,Trivandrum,Kerala,28,Hybrid,True
MERCH_0786,Dry Cleaners Outlet 218,Other,Hyderabad,Telangana,28,Hybrid,True
MERCH_0787,Local Pub Outlet 461,Dining_Out,Delhi,Delhi,17,Hybrid,False
MERCH_0788,Indian Oil Outlet 405,Fuel,Pune,Maharashtra,35,Retail,True
MERCH_0789,Groww SIP Digital,Investment,Hyderabad,Telangana,15,Online,True
MERCH_0790,Housing Rent Transfer Outlet 715,Rent,Kanpur,Uttar Pradesh,41,Retail,False
MERCH_0791,Spotify Family Digital,Subscription,Hyderabad,Telangana,17,Online,False
MERCH_0792,SBI General Insurance Outlet 993,Insurance,Mysore,Karnataka,76,Online,False
MERCH_0793,H&M Outlet 715,Shopping,Ludhiana,Punjab,10,Online,False
MERCH_0794,Mutual Fund Direct Digital,Investment,Hyderabad,Telangana,37,Online,False
MERCH_0795,Flipkart Outlet 19,Shopping,Ahmedabad,Gujarat,17,Online,False
MERCH_0796,Air India Outlet 475,Travel,Coimbatore,Tamil Nadu,31,Online,True
MERCH_0797,Mutual Fund Direct Digital,Investment,Bangalore,Karnataka,21,Online,False
MERCH_0798,Spencer's Outlet 863,Grocery,Bangalore,Karnataka,10,Online,False
MERCH_0799,Indian Oil Outlet 675,Fuel,Hyderabad,Telangana,83,Retail,True
MERCH_0800,ICICI Lombard Outlet 422,Insurance,Chennai,Tamil Nadu,29,Hybrid,False
MERCH_0801,Gift Gallery Outlet 645,Other,Kolkata,West Bengal,31,Online,True
MERCH_0802,Jio Fiber Outlet 420,Utility,Udaipur,Rajasthan,34,Online,False
MERCH_0803,ICICI Lombard Outlet 165,Insurance,Surat,Gujarat,21,Online,False
MERCH_0804,Netflix Outlet 457,Entertainment,Ahmedabad,Gujarat,38,Retail,False
MERCH_0805,Disney VIP Digital,Subscription,Delhi,Delhi,27,Online,False
MERCH_0806,NPS Contribution Digital,Investment,Mysore,Karnataka,26,Online,True
MERCH_0807,Groww SIP Digital,Investment,Chennai,Tamil Nadu,42,Online,False
MERCH_0808,Social Outlet 202,Dining_Out,Udaipur,Rajasthan,16,Retail,False
MERCH_0809,Adani Electricity Outlet 560,Utility,Hyderabad,Telangana,35,Online,False
MERCH_0810,Udemy Outlet 193,Education,Coimbatore,Tamil Nadu,14,Retail,False
MERCH_0811,Hard Rock Cafe Outlet 424,Dining_Out,Mysore,Karnataka,15,Hybrid,False
MERCH_0812,Youtube Premium Digital,Subscription,Mysore,Karnataka,11,Online,False
MERCH_0813,Zoomcar Outlet 609,Travel,Pune,Maharashtra,38,Hybrid,False
MERCH_0814,Westside Outlet 142,Shopping,Ahmedabad,Gujarat,5,Hybrid,False
MERCH_0815,Uber Outlet 158,Travel,Delhi,Delhi,26,Retail,False
MERCH_0816,LIC India Outlet 801,Insurance,Udaipur,Rajasthan,15,Hybrid,False
MERCH_0817,Apollo Clinic Outlet 673,Healthcare,Pune,Maharashtra,5,Online,False
MERCH_0818,Hard Rock Cafe Outlet 550,Dining_Out,Bangalore,Karnataka,43,Retail,False
MERCH_0819,Cred RentPay Outlet 147,Rent,Kolkata,West Bengal,34,Retail,False
MERCH_0820,Barbeque Nation Outlet 65,Dining_Out,Kolkata,West Bengal,34,Hybrid,True
MERCH_0821,Housing Rent Transfer Outlet 543,Rent,Pune,Maharashtra,5,Retail,False
MERCH_0822,Punjab Grill Outlet 901,Dining_Out,Chennai,Tamil Nadu,13,Online,False
MERCH_0823,Spencer's Outlet 722,Grocery,Mysore,Karnataka,11,Online,False
MERCH_0824,Mainland China Outlet 496,Dining_Out,Ludhiana,Punjab,21,Retail,False
MERCH_0825,Apollo Clinic Outlet 390,Healthcare,Mumbai,Maharashtra,24,Retail,True
MERCH_0826,Airtel Fiber Outlet 46,Utility,Delhi,Delhi,17,Online,False
MERCH_0827,MedPlus Outlet 185,Healthcare,Mumbai,Maharashtra,13,Hybrid,False
MERCH_0828,Groww SIP Digital,Investment,Mumbai,Maharashtra,13,Online,False
MERCH_0829,DPS School Outlet 626,Education,Coimbatore,Tamil Nadu,27,Online,True
MERCH_0830,H&M Outlet 171,Shopping,Coimbatore,Tamil Nadu,37,Hybrid,False
MERCH_0831,Bharat Petroleum Outlet 178,Fuel,Udaipur,Rajasthan,19,Retail,False
MERCH_0832,Shell Petrol Outlet 717,Fuel,Kanpur,Uttar Pradesh,20,Retail,False
MERCH_0833,Jio Fiber Outlet 550,Utility,Chandigarh,Punjab,43,Online,False
MERCH_0834,Indian Oil Outlet 792,Fuel,Delhi,Delhi,24,Retail,False
MERCH_0835,Reliance Fresh Outlet 363,Grocery,Hyderabad,Telangana,24,Online,True
MERCH_0836,Indian Oil Outlet 549,Fuel,Kanpur,Uttar Pradesh,21,Retail,True
MERCH_0837,SBI General Insurance Outlet 805,Insurance,Kolkata,West Bengal,35,Online,False
MERCH_0838,Jio Fiber Outlet 726,Utility,Chandigarh,Punjab,34,Online,True
MERCH_0839,Zoomcar Outlet 139,Travel,Bangalore,Karnataka,40,Retail,False
MERCH_0840,Barbeque Nation Outlet 991,Dining_Out,Surat,Gujarat,14,Retail,False
MERCH_0841,DMart Outlet 359,Grocery,Pune,Maharashtra,20,Online,False
MERCH_0842,Zepto Outlet 949,Grocery,Chennai,Tamil Nadu,9,Retail,False
MERCH_0843,Nykaa Outlet 308,Shopping,Kochi,Kerala,22,Online,False
MERCH_0844,Local Kirana Outlet 887,Grocery,Ludhiana,Punjab,8,Online,False
MERCH_0845,ICICI Lombard Outlet 611,Insurance,Lucknow,Uttar Pradesh,21,Hybrid,False
MERCH_0846,Subway Outlet 840,Food,Ahmedabad,Gujarat,29,Hybrid,False
MERCH_0847,Indraprastha Gas Outlet 354,Utility,Ludhiana,Punjab,40,Online,False
MERCH_0848,Udemy Outlet 715,Education,Kanpur,Uttar Pradesh,17,Hybrid,False
MERCH_0849,Salon & Spa Outlet 425,Other,Pune,Maharashtra,6,Retail,True
MERCH_0850,MedPlus Outlet 165,Healthcare,Bangalore,Karnataka,14,Hybrid,False
MERCH_0851,HDFC Ergo Outlet 952,Insurance,Ahmedabad,Gujarat,16,Online,False
MERCH_0852,Social Outlet 340,Dining_Out,Coimbatore,Tamil Nadu,22,Hybrid,False
MERCH_0853,Subway Outlet 40,Food,Chennai,Tamil Nadu,87,Retail,False
MERCH_0854,AngelOne Deposit Digital,Investment,Chennai,Tamil Nadu,35,Online,False
MERCH_0855,Gift Gallery Outlet 474,Other,Delhi,Delhi,13,Retail,False
MERCH_0856,Microsoft 365 Digital,Subscription,Ahmedabad,Gujarat,15,Online,False
MERCH_0857,Nykaa Outlet 445,Shopping,Kochi,Kerala,15,Online,False
MERCH_0858,Zoomcar Outlet 86,Travel,Kanpur,Uttar Pradesh,42,Retail,True
MERCH_0859,Youtube Premium Digital,Subscription,Ludhiana,Punjab,17,Online,False
MERCH_0860,Bharat Petroleum Outlet 787,Fuel,Jaipur,Rajasthan,37,Retail,False
MERCH_0861,MakeMyTrip Outlet 922,Travel,Jaipur,Rajasthan,20,Retail,True
MERCH_0862,Society Maintenance Outlet 765,Rent,Nagpur,Maharashtra,24,Retail,False
MERCH_0863,Indian Oil Outlet 72,Fuel,Ahmedabad,Gujarat,37,Retail,False
MERCH_0864,Dry Cleaners Outlet 264,Other,Udaipur,Rajasthan,19,Hybrid,True
MERCH_0865,Indraprastha Gas Outlet 73,Utility,Mysore,Karnataka,15,Online,False
MERCH_0866,Simplilearn Outlet 959,Education,Ludhiana,Punjab,24,Online,False
MERCH_0867,LIC India Outlet 875,Insurance,Bangalore,Karnataka,29,Retail,True
MERCH_0868,MakeMyTrip Outlet 671,Travel,Nagpur,Maharashtra,18,Retail,False
MERCH_0869,BigBasket Outlet 19,Grocery,Noida,Uttar Pradesh,5,Hybrid,False
MERCH_0870,Housing Rent Transfer Outlet 142,Rent,Hyderabad,Telangana,33,Retail,False
MERCH_0871,Shell Petrol Outlet 167,Fuel,Kochi,Kerala,13,Retail,True
MERCH_0872,Adani Electricity Outlet 32,Utility,Trivandrum,Kerala,17,Online,False
MERCH_0873,MakeMyTrip Outlet 559,Travel,Delhi,Delhi,13,Online,False
MERCH_0874,AngelOne Deposit Digital,Investment,Surat,Gujarat,37,Online,False
MERCH_0875,Airtel Fiber Outlet 157,Utility,Coimbatore,Tamil Nadu,15,Online,False
MERCH_0876,Microsoft 365 Digital,Subscription,Kochi,Kerala,25,Online,False
MERCH_0877,DAV College Outlet 315,Education,Nagpur,Maharashtra,18,Online,True
MERCH_0878,Society Maintenance Outlet 846,Rent,Bangalore,Karnataka,23,Retail,False
MERCH_0879,HDFC Ergo Outlet 153,Insurance,Mumbai,Maharashtra,5,Retail,False
MERCH_0880,Dry Cleaners Outlet 952,Other,Surat,Gujarat,33,Hybrid,False
MERCH_0881,Social Outlet 907,Dining_Out,Kolkata,West Bengal,12,Hybrid,False
MERCH_0882,Salon & Spa Outlet 371,Other,Mumbai,Maharashtra,36,Online,False
MERCH_0883,Burger King Outlet 224,Food,Kochi,Kerala,6,Hybrid,True
MERCH_0884,Fortis Hospital Outlet 196,Healthcare,Lucknow,Uttar Pradesh,31,Online,False
MERCH_0885,Netflix Premium Digital,Subscription,Noida,Uttar Pradesh,14,Online,False
MERCH_0886,Groww SIP Digital,Investment,Lucknow,Uttar Pradesh,10,Online,False
MERCH_0887,Inox Outlet 63,Entertainment,Kochi,Kerala,11,Retail,False
MERCH_0888,Jio Fiber Outlet 304,Utility,Bangalore,Karnataka,19,Online,False
MERCH_0889,Max Healthcare Outlet 845,Healthcare,Lucknow,Uttar Pradesh,32,Hybrid,False
MERCH_0890,Mutual Fund Direct Digital,Investment,Ludhiana,Punjab,34,Online,True
MERCH_0891,CCD Outlet 583,Food,Chandigarh,Punjab,11,Retail,False
MERCH_0892,H&M Outlet 928,Shopping,Kolkata,West Bengal,13,Hybrid,False
MERCH_0893,Groww SIP Digital,Investment,Nagpur,Maharashtra,25,Online,False
MERCH_0894,BYJU'S Outlet 792,Education,Mysore,Karnataka,25,Online,False
MERCH_0895,Barbeque Nation Outlet 421,Dining_Out,Trivandrum,Kerala,19,Retail,False
MERCH_0896,ICICI Lombard Outlet 594,Insurance,Bangalore,Karnataka,42,Retail,False
MERCH_0897,AngelOne Deposit Digital,Investment,Coimbatore,Tamil Nadu,10,Online,False
MERCH_0898,Apollo Clinic Outlet 22,Healthcare,Ahmedabad,Gujarat,23,Online,False
MERCH_0899,Social Outlet 694,Dining_Out,Udaipur,Rajasthan,40,Retail,False
MERCH_0900,MakeMyTrip Flights Outlet 339,Travel,Nagpur,Maharashtra,29,Online,False
MERCH_0901,Fortis Hospital Outlet 548,Healthcare,Chandigarh,Punjab,43,Hybrid,False
MERCH_0902,DPS School Outlet 828,Education,Lucknow,Uttar Pradesh,23,Hybrid,True
MERCH_0903,Indraprastha Gas Outlet 343,Utility,Noida,Uttar Pradesh,34,Online,False
MERCH_0904,BookMyShow Outlet 296,Entertainment,Kochi,Kerala,28,Retail,True
MERCH_0905,Zerodha Fund Digital,Investment,Delhi,Delhi,9,Online,True
MERCH_0906,BookMyShow Outlet 56,Entertainment,Lucknow,Uttar Pradesh,15,Online,False
