Customer_ID,Fraud_Flag,Fraud_Risk_Score,Overall_Risk_Score,Failed_Login_Count,New_Device_Login_Frequency,Unusual_Login_Flag,Account_Takeover_Risk,High_Value_Transaction_Count,Suspicious_Transaction_Count,Beneficiary_Change_Frequency,Device_Trust_Score,Velocity_Score,Geo_Anomaly_Flag,Security_Awareness_Score
CUST_17780,False,24,24,0,Low,False,29,3,0,Low,94,20,False,50
CUST_17781,True,90,42,3,High,True,89,0,1,Low,25,96,True,15
CUST_17782,False,19,14,1,Low,False,28,0,0,Low,87,11,False,97
CUST_17783,False,20,11,0,Low,False,15,3,0,Low,88,42,False,62
CUST_17784,False,2,5,0,Medium,False,17,3,0,Low,81,22,False,66
CUST_17785,False,37,24,0,Low,False,17,3,0,Low,92,5,False,59
CUST_17786,False,13,8,0,Low,False,25,3,0,Low,94,22,False,89
CUST_17787,False,6,6,2,Low,False,26,3,0,Low,94,12,False,70
CUST_17788,False,5,8,0,Medium,False,24,0,0,Low,90,27,False,84
CUST_17789,False,30,22,0,Low,False,24,0,0,Low,77,40,False,68
CUST_17790,False,29,19,0,Low,True,13,0,0,Low,74,43,False,91
CUST_17791,False,24,18,0,Low,False,19,3,0,Low,82,28,False,91
CUST_17792,False,17,12,0,Low,False,10,0,0,Low,97,24,False,97
CUST_17793,False,17,11,0,Medium,False,15,3,0,Low,78,27,False,91
CUST_17794,True,75,39,4,High,True,94,3,1,Low,22,70,True,13
CUST_17795,True,78,35,5,High,True,91,0,1,Low,19,75,True,29
CUST_17796,False,35,24,0,Low,False,7,3,0,Low,72,13,False,95
CUST_17797,False,22,15,0,Low,False,20,3,0,Low,81,34,False,62
CUST_17798,True,82,38,4,High,True,64,3,2,Medium,28,89,True,33
CUST_17799,False,24,13,2,Low,False,26,0,0,Low,75,44,False,71
CUST_17800,True,93,46,2,High,True,72,3,1,Medium,27,88,True,12
CUST_17801,False,4,9,1,Low,False,27,3,0,Low,74,31,False,66
CUST_17802,False,31,16,0,Low,False,19,0,0,Medium,91,22,False,90
CUST_17803,False,9,10,0,Low,False,18,0,0,Medium,91,15,False,80
CUST_17804,True,78,36,4,High,True,83,0,2,Low,20,91,True,40
CUST_17805,False,34,24,0,Low,False,16,0,0,Low,81,26,False,97
CUST_17806,False,13,12,0,Low,False,15,0,0,Low,78,17,False,76
CUST_17807,False,32,20,1,Low,False,12,0,0,Low,90,30,False,94
CUST_17808,True,99,46,5,High,True,83,3,1,Medium,10,83,True,30
CUST_17809,False,1,6,0,Low,False,9,0,0,Low,82,42,False,60
CUST_17810,False,6,5,0,Low,False,15,0,0,Low,93,7,False,50
CUST_17811,False,3,5,1,Low,False,11,3,0,Low,75,9,False,71
CUST_17812,True,77,33,3,High,True,80,3,3,High,9,80,True,17
CUST_17813,False,17,14,0,Medium,False,6,3,0,High,79,32,True,66
CUST_17814,False,9,11,0,Low,False,24,0,0,Low,99,17,False,76
CUST_17815,False,13,7,0,Low,True,33,3,0,Low,73,30,False,76
CUST_17816,False,25,20,1,Low,False,30,3,0,Medium,72,6,False,58
CUST_17817,False,16,13,0,Low,False,14,0,0,Medium,79,19,False,83
CUST_17818,False,13,11,0,Low,False,21,3,0,Low,90,11,False,62
CUST_17819,False,22,12,1,Low,False,7,0,0,High,87,36,False,75
CUST_17820,True,90,39,3,High,True,89,3,1,High,27,78,True,21
CUST_17821,False,0,5,0,Low,False,7,0,0,Low,84,41,False,99
CUST_17822,False,15,11,0,Low,False,27,0,0,Low,85,17,False,56
CUST_17823,False,14,9,0,Low,False,11,0,0,Low,70,31,False,86
CUST_17824,False,24,21,0,Low,False,14,0,0,Low,79,21,False,76
CUST_17825,False,9,9,0,Low,False,15,6,0,Low,74,9,False,99
CUST_17826,False,36,24,0,Low,False,19,0,0,Low,70,39,False,64
CUST_17827,False,29,18,0,Low,False,25,0,0,Low,82,24,False,78
CUST_17828,False,19,9,0,Low,False,29,3,0,Medium,79,21,False,98
CUST_17829,False,14,12,0,Low,False,13,0,0,Low,98,36,False,66
CUST_17830,True,92,46,5,High,True,85,0,1,Medium,17,70,True,30
CUST_17831,False,29,20,1,Low,False,29,3,0,Low,95,20,False,57
CUST_17832,False,13,12,0,Low,False,13,6,0,Low,95,27,False,53
CUST_17833,False,11,10,0,Medium,False,21,0,0,Low,70,32,False,89
CUST_17834,False,25,10,0,Low,False,9,0,0,Low,89,30,False,56
CUST_17835,False,4,9,0,Low,False,18,3,0,High,84,26,False,66
CUST_17836,False,27,16,0,Low,False,22,3,0,Low,70,33,False,64
CUST_17837,True,98,44,5,High,True,85,3,1,Low,7,85,True,28
CUST_17838,True,88,40,4,High,True,64,0,1,Medium,17,73,True,29
CUST_17839,False,5,6,1,Low,False,29,3,0,Low,80,6,False,60
CUST_17840,False,9,8,0,Low,False,28,3,0,Low,77,40,True,91
CUST_17841,False,29,12,0,Low,False,8,0,0,Low,96,22,False,65
CUST_17842,True,88,45,4,High,True,83,4,1,High,28,88,True,35
CUST_17843,False,9,10,2,Low,False,19,3,0,Medium,71,42,False,75
CUST_17844,False,30,44,2,Low,False,21,3,0,Low,87,30,False,91
CUST_17845,False,21,16,0,Low,False,23,0,0,Low,74,41,False,80
CUST_17846,False,29,14,0,Low,False,26,0,0,Low,81,44,False,93
CUST_17847,False,30,16,1,Low,False,30,0,0,Low,70,43,False,76
CUST_17848,False,29,17,0,Low,False,15,3,0,Medium,89,21,False,98
CUST_17849,True,85,38,2,High,True,67,0,1,Low,12,78,True,20
CUST_17850,False,18,13,0,Low,False,21,0,0,Low,88,39,False,86
CUST_17851,True,82,39,3,High,True,79,3,1,High,24,84,True,20
CUST_17852,False,33,21,1,Low,False,13,0,0,Low,91,37,False,55
CUST_17853,False,25,19,1,Low,False,23,3,0,High,99,9,False,55
CUST_17854,False,5,5,0,Low,False,32,3,0,Low,82,11,False,61
CUST_17855,False,23,14,0,Low,False,25,0,0,Medium,71,23,False,97
CUST_17856,False,25,26,0,Low,False,17,0,0,Medium,83,37,False,66
CUST_17857,False,33,21,0,Low,False,6,0,0,Low,74,26,False,72
CUST_17858,False,39,24,0,Low,False,17,0,0,Low,86,26,False,72
CUST_17859,False,9,10,0,Low,False,7,0,0,Low,99,13,False,58
CUST_17860,False,4,5,0,Low,True,26,3,0,Low,71,38,False,96
CUST_17861,False,32,18,0,Low,True,22,0,0,Low,93,26,False,93
CUST_17862,False,17,11,0,Low,False,6,3,0,Low,71,22,False,82
CUST_17863,False,10,10,0,Low,False,9,0,0,Medium,87,42,False,57
CUST_17864,False,17,13,1,Low,False,26,0,0,High,71,28,False,58
CUST_17865,False,34,19,0,Low,False,31,0,0,Low,83,11,False,99
CUST_17866,False,0,6,0,Low,False,26,3,0,Low,72,20,False,69
CUST_17867,False,24,16,2,Low,False,21,0,0,Low,73,24,False,52
CUST_17868,False,20,15,0,Low,False,12,3,0,Low,82,32,False,84
CUST_17869,True,79,39,3,High,True,61,3,1,Medium,29,75,True,17
CUST_17870,True,92,42,2,High,True,81,0,1,High,16,71,True,37
CUST_17871,False,24,19,1,Low,False,5,0,0,Low,78,39,False,66
CUST_17872,True,96,44,3,High,True,77,0,3,High,16,74,True,19
CUST_17873,False,20,14,0,Low,False,21,0,0,Low,93,15,False,53
CUST_17874,False,4,7,1,Low,False,14,0,0,Medium,80,33,False,69
CUST_17875,False,5,8,0,Low,False,9,3,0,High,82,12,False,90
CUST_17876,False,43,27,0,Low,False,32,0,0,Medium,82,18,False,83
CUST_17877,True,82,40,5,High,True,94,3,1,Medium,8,88,True,19
CUST_17878,False,24,25,2,Low,False,11,0,0,Low,80,11,False,74
CUST_17879,False,25,19,0,Low,False,27,0,0,Low,96,31,False,88
CUST_17880,False,24,12,0,Low,False,12,3,0,Low,81,8,False,53
CUST_17881,False,26,17,0,Low,False,7,3,0,Low,86,9,False,87
CUST_17882,False,48,28,0,Low,False,8,0,0,Low,85,42,False,68
CUST_17883,False,20,12,1,Low,False,32,0,0,Low,90,40,False,71
CUST_17884,False,20,20,1,Low,False,31,0,0,Low,70,38,False,99
CUST_17885,False,46,27,0,Medium,False,20,0,0,Low,94,30,False,96
CUST_17886,False,32,19,0,Medium,False,23,0,0,Low,71,24,False,74
CUST_17887,False,24,15,0,Low,False,14,0,0,Low,71,6,False,67
CUST_17888,False,24,18,0,Low,False,15,0,0,Low,90,13,False,72
CUST_17889,True,86,40,5,High,True,66,0,1,Medium,18,71,True,43
CUST_17890,False,49,28,0,Low,False,26,0,0,Medium,76,6,False,66
CUST_17891,False,46,27,0,Low,False,33,3,0,Low,75,6,False,66
CUST_17892,False,31,22,0,Low,False,14,0,0,Low,83,29,False,59
CUST_17893,False,43,29,0,Low,False,10,3,0,Low,92,9,False,79
CUST_17894,True,78,35,2,High,True,92,0,1,High,26,72,True,39
CUST_17895,False,7,7,0,Low,True,17,3,0,Low,81,24,False,50
CUST_17896,True,76,36,3,High,True,86,0,1,High,27,94,True,35
CUST_17897,True,83,37,2,High,True,68,4,1,Medium,17,86,True,23
CUST_17898,False,21,13,0,Medium,False,26,3,0,Low,80,20,False,68
CUST_17899,False,18,14,0,Low,False,29,0,0,Low,80,25,False,89
CUST_17900,True,99,47,3,High,True,65,0,2,High,17,96,True,42
CUST_17901,True,93,45,4,High,True,73,6,1,Low,12,97,True,28
CUST_17902,False,21,13,0,Low,False,14,0,0,Low,85,41,False,58
CUST_17903,False,37,26,0,Low,False,17,0,0,Low,88,9,False,57
CUST_17904,True,81,42,4,High,True,92,3,1,Medium,27,70,True,27
CUST_17905,False,22,17,0,Low,False,20,3,0,Medium,82,28,False,63
CUST_17906,True,77,34,2,High,True,72,0,1,High,13,71,True,22
CUST_17907,True,75,61,4,High,True,81,0,1,Low,8,71,True,20
CUST_17908,False,27,12,0,Low,False,13,0,0,Low,89,23,False,74
CUST_17909,False,18,14,0,Low,False,27,3,0,High,85,17,False,92
CUST_17910,True,76,37,2,High,True,88,3,1,Medium,24,76,True,35
CUST_17911,False,2,7,0,Low,False,23,0,0,Low,82,39,False,68
CUST_17912,False,17,12,0,Low,False,18,3,0,Low,99,19,False,86
CUST_17913,False,28,18,0,Medium,False,7,0,0,Low,81,43,False,94
CUST_17914,True,87,51,4,High,True,64,3,2,High,9,87,True,31
CUST_17915,False,25,28,0,Medium,False,22,0,0,Low,88,5,False,82
CUST_17916,False,5,6,0,Low,False,29,3,0,Low,70,19,False,86
CUST_17917,False,28,20,0,Low,False,34,0,0,Low,89,31,False,50
CUST_17918,False,38,23,0,Low,False,11,3,0,Low,76,11,False,69
CUST_17919,True,92,42,3,High,True,75,0,1,Medium,10,97,True,35
CUST_17920,False,26,27,0,Low,False,10,0,0,Low,71,28,False,83
CUST_17921,True,87,38,2,High,True,92,0,1,Medium,17,82,True,15
CUST_17922,True,94,44,5,High,True,87,3,1,Low,17,71,True,16
CUST_17923,True,78,35,5,High,True,87,4,1,Low,22,93,True,13
CUST_17924,False,34,20,0,Low,False,10,0,0,Low,95,9,False,69
CUST_17925,False,9,10,0,Low,False,18,0,0,Low,82,36,False,50
CUST_17926,False,8,6,0,Low,False,25,0,0,Low,78,10,False,57
CUST_17927,True,87,38,2,High,True,68,0,1,Medium,27,77,True,38
CUST_17928,False,25,26,0,Medium,False,26,0,0,Low,82,31,False,68
CUST_17929,False,31,21,0,Low,False,30,3,0,Low,81,42,False,92
CUST_17930,False,15,12,0,Medium,False,18,3,0,Low,76,9,False,67
CUST_17931,False,37,24,0,Low,False,17,3,0,Low,96,23,False,85
CUST_17932,False,22,15,0,Low,False,29,3,0,Medium,74,21,False,54
CUST_17933,False,0,5,0,Low,False,5,0,0,Low,99,27,False,97
CUST_17934,False,8,5,1,Low,False,28,0,0,Low,74,21,False,59
CUST_17935,True,76,47,3,High,True,73,3,1,High,24,81,True,26
CUST_17936,False,39,24,0,Low,False,34,0,0,Low,94,28,False,64
CUST_17937,False,8,11,0,Low,False,30,0,0,Low,78,24,False,67
CUST_17938,True,83,35,5,High,True,69,0,1,Medium,18,90,True,16
CUST_17939,True,76,34,4,High,True,87,3,2,High,19,93,True,11
CUST_17940,False,8,6,0,Low,False,23,3,0,Low,74,31,False,81
CUST_17941,False,17,10,0,Low,False,24,0,0,Low,96,35,False,67
CUST_17942,False,31,17,0,Low,False,5,3,0,Low,89,22,False,83
CUST_17943,True,76,36,4,High,True,90,3,1,Medium,12,72,True,17
CUST_17944,True,77,36,2,High,True,63,0,3,Low,17,76,True,28
CUST_17945,False,25,19,0,Low,False,5,0,0,Medium,80,29,False,85
CUST_17946,True,95,46,5,High,True,93,0,1,Medium,5,83,True,25
CUST_17947,True,95,42,2,High,True,80,3,1,High,27,88,True,17
CUST_17948,False,34,18,1,Low,False,18,0,0,Medium,88,42,False,51
CUST_17949,False,25,18,0,Low,False,33,3,0,Low,70,33,False,94
CUST_17950,False,20,14,0,Low,False,30,0,0,Low,91,32,False,76
CUST_17951,False,27,19,0,Low,False,11,3,0,Medium,88,37,False,77
CUST_17952,True,96,43,5,High,True,90,6,1,Medium,13,89,True,19
CUST_17953,False,18,15,0,Low,False,17,0,0,Low,84,36,False,54
CUST_17954,False,1,5,0,Low,False,29,3,0,Low,83,17,False,89
CUST_17955,False,25,13,0,Medium,False,10,3,0,High,77,26,False,71
CUST_17956,True,80,36,4,High,True,94,0,1,Low,9,70,True,14
CUST_17957,False,20,15,0,Low,False,34,0,0,Low,90,32,False,97
CUST_17958,False,9,6,0,Medium,False,5,3,0,Low,91,13,False,99
CUST_17959,True,99,40,5,High,True,86,0,1,Medium,8,88,True,21
CUST_17960,False,3,9,0,Low,False,15,3,0,Low,96,12,False,97
CUST_17961,False,29,20,0,Medium,False,18,3,0,Low,72,30,False,75
CUST_17962,False,11,9,0,Medium,False,8,3,0,Low,95,37,False,69
CUST_17963,True,95,42,2,High,True,66,3,1,Medium,5,87,True,37
CUST_17964,True,86,42,3,High,True,83,3,2,Medium,5,72,True,29
CUST_17965,False,33,19,0,Low,False,14,0,0,Medium,92,17,False,78
CUST_17966,False,24,19,0,Low,False,21,0,0,Low,76,17,False,67
CUST_17967,False,32,21,0,Medium,False,19,3,0,Low,71,32,False,68
CUST_17968,False,4,7,0,Low,False,26,0,0,Low,72,5,False,76
CUST_17969,False,6,10,1,Low,False,5,3,0,Low,71,9,False,92
CUST_17970,True,88,42,2,High,True,83,3,1,High,14,88,True,28
CUST_17971,False,10,11,0,Low,False,18,0,0,Low,80,5,False,78
CUST_17972,True,93,45,2,High,True,93,0,1,High,11,73,True,20
CUST_17973,False,6,10,0,Low,False,11,0,0,Low,77,26,False,69
CUST_17974,False,26,16,2,Medium,False,22,3,0,Low,83,42,False,91
CUST_17975,True,78,40,2,High,True,80,0,2,Medium,12,87,True,28
CUST_17976,False,28,14,0,Low,False,10,3,0,Low,79,39,False,59
CUST_17977,False,32,19,0,Low,False,7,3,0,Low,81,31,False,95
CUST_17978,False,34,34,0,Low,False,31,0,0,High,81,29,False,89
CUST_17979,False,8,6,0,Low,False,34,3,0,Low,83,6,False,71
CUST_17980,False,28,21,1,Low,False,13,0,0,Low,74,43,False,67
CUST_17981,False,22,23,1,Medium,False,23,0,0,Low,86,43,False,51
CUST_17982,False,3,6,0,Low,False,19,3,0,Medium,72,17,False,99
CUST_17983,False,34,28,1,Medium,False,28,0,0,Medium,83,22,False,56
CUST_17984,False,19,13,0,Low,False,27,0,0,Low,77,26,False,66
CUST_17985,False,23,13,0,Low,False,14,3,0,Low,92,14,False,53
CUST_17986,False,48,30,0,Low,False,31,0,0,Low,94,44,True,86
CUST_17987,False,1,5,0,Low,False,19,3,0,Low,77,37,False,87
CUST_17988,False,1,8,0,Low,False,29,3,0,Low,95,28,False,60
CUST_17989,False,5,6,0,Low,False,21,0,0,Low,83,19,False,93
CUST_17990,False,25,14,0,Low,False,21,3,0,Low,77,33,False,63
CUST_17991,True,91,41,3,High,True,91,0,1,Medium,26,76,True,14
CUST_17992,True,75,31,2,High,True,77,3,1,High,23,86,True,37
CUST_17993,False,11,10,0,Low,False,6,0,0,Low,73,23,False,85
CUST_17994,False,30,18,0,Medium,False,28,0,0,Medium,93,12,False,65
CUST_17995,False,7,9,1,Low,False,28,0,0,Low,70,41,False,99
CUST_17996,False,38,24,0,Low,False,33,0,0,Low,90,10,False,68
CUST_17997,True,86,41,3,High,True,68,1,1,High,13,82,True,20
CUST_17998,False,42,37,0,Low,False,20,3,0,Low,72,43,False,78
CUST_17999,True,92,41,3,High,True,86,0,1,Medium,12,82,True,40
CUST_18000,False,33,22,0,Medium,False,15,0,0,Low,97,33,False,58
CUST_18001,False,36,22,0,Low,False,20,0,0,Low,72,31,False,69
CUST_18002,False,13,10,0,Low,False,16,3,0,Low,81,40,False,93
CUST_18003,False,13,11,0,Low,False,5,3,0,Low,88,29,False,87
CUST_18004,False,34,22,0,Low,False,17,0,0,Low,98,22,False,81
CUST_18005,False,42,26,0,Low,False,20,0,0,Low,83,23,False,96
CUST_18006,False,7,5,0,Low,False,14,0,0,Low,79,34,False,91
CUST_18007,False,1,5,1,Low,False,31,0,0,Low,84,26,True,86
CUST_18008,False,6,8,2,Medium,False,22,3,0,Low,80,39,False,62
CUST_18009,True,81,38,4,High,True,61,3,1,Medium,18,74,True,22
CUST_18010,False,22,16,0,Low,False,7,0,0,Low,87,5,False,98
CUST_18011,True,80,37,5,High,True,69,3,1,High,14,83,True,19
CUST_18012,True,98,41,2,High,True,93,3,1,Low,5,84,True,43
CUST_18013,False,5,8,1,Medium,False,26,3,0,Low,75,21,False,86
CUST_18014,False,32,22,1,Low,False,15,0,0,Low,89,23,False,69
CUST_18015,True,78,35,2,High,True,82,6,1,High,11,72,True,11
CUST_18016,False,44,27,0,Low,False,24,0,0,Low,92,9,False,86
CUST_18017,False,16,13,0,Low,False,34,3,0,Low,98,16,False,57
CUST_18018,False,0,5,0,Low,False,18,0,0,Low,92,18,False,97
CUST_18019,False,17,13,0,Low,False,9,0,0,Medium,97,40,False,70
CUST_18020,False,21,13,2,Medium,False,34,0,0,Medium,70,31,False,91
CUST_18021,False,15,22,0,Low,False,18,0,0,Low,87,39,False,80
CUST_18022,False,32,18,2,Low,False,6,3,0,Low,90,16,False,53
CUST_18023,False,0,16,1,Low,False,8,3,0,Low,96,18,False,92
CUST_18024,False,31,19,0,Medium,False,26,0,0,Medium,83,43,False,71
CUST_18025,False,20,16,0,Low,False,18,0,0,Medium,81,35,False,69
CUST_18026,True,84,40,3,High,True,93,4,1,Medium,25,79,True,30
CUST_18027,False,23,14,0,Low,False,33,0,0,Low,73,23,False,54
CUST_18028,False,25,18,0,Low,False,29,3,0,Low,91,9,False,82
CUST_18029,False,23,17,0,Low,False,23,0,0,Low,99,20,False,69
CUST_18030,True,91,42,3,High,True,61,0,2,Medium,28,85,True,17
CUST_18031,False,9,10,0,Medium,False,19,0,0,Medium,89,37,False,89
CUST_18032,True,77,31,3,High,True,79,3,2,High,16,88,True,17
CUST_18033,False,4,9,0,Low,False,5,3,0,Low,76,44,False,57
CUST_18034,False,37,26,0,Low,False,14,3,0,Low,89,11,False,84
CUST_18035,True,83,38,3,High,True,64,0,1,High,23,84,True,37
CUST_18036,False,5,7,2,Low,False,32,3,0,Low,89,15,False,73
CUST_18037,True,87,38,2,High,True,68,0,2,High,10,95,True,28
CUST_18038,False,48,28,0,Low,False,5,0,0,Low,96,22,False,84
CUST_18039,False,0,5,0,Low,True,30,3,0,Medium,77,6,False,66
CUST_18040,True,85,43,4,High,True,71,0,2,High,11,75,True,37
CUST_18041,False,8,8,0,Low,False,21,0,0,Low,86,40,False,53
CUST_18042,False,9,6,1,Low,False,5,0,0,Medium,96,18,False,58
CUST_18043,False,30,17,0,Low,False,24,0,0,Low,71,40,False,54
CUST_18044,True,97,49,5,High,True,60,0,1,Medium,8,82,True,30
CUST_18045,False,20,19,0,Low,False,10,0,0,Low,90,8,False,80
CUST_18046,True,84,39,2,High,True,70,0,1,Medium,8,77,True,27
CUST_18047,True,77,40,5,High,True,71,3,1,Medium,6,82,True,13
CUST_18048,True,85,37,2,High,True,85,0,1,High,12,89,True,42
CUST_18049,False,48,31,0,Low,False,12,0,0,Low,80,29,False,94
CUST_18050,False,17,12,0,Low,False,34,3,0,Low,73,37,False,76
CUST_18051,True,88,37,2,High,True,83,3,1,High,23,70,True,44
CUST_18052,False,25,16,0,Low,False,15,3,0,Low,99,19,False,93
CUST_18053,False,20,17,0,Low,False,10,0,0,Low,70,22,False,60
CUST_18054,False,32,18,0,Low,False,14,3,0,Low,85,13,False,51
CUST_18055,False,33,24,0,Low,False,18,0,0,Low,97,9,False,79
CUST_18056,False,17,14,0,Low,False,15,0,0,Low,87,43,False,65
CUST_18057,False,2,5,0,Medium,False,30,0,0,Low,76,23,False,91
CUST_18058,False,40,24,2,Low,False,10,0,0,Low,72,31,False,65
CUST_18059,False,29,23,0,Low,False,7,3,0,Low,82,21,False,67
CUST_18060,False,0,5,0,Low,False,30,0,0,Medium,91,5,False,72
CUST_18061,False,32,18,0,Low,False,8,3,0,Low,89,9,False,74
CUST_18062,False,16,10,0,Low,False,20,3,0,Medium,86,35,False,63
CUST_18063,True,94,68,5,High,True,81,3,1,Medium,13,91,True,17
CUST_18064,False,45,27,0,Low,False,17,3,0,Low,86,14,False,61
CUST_18065,False,32,19,1,Low,False,17,0,0,Low,78,5,False,51
CUST_18066,False,7,6,0,Low,False,25,0,0,Low,70,22,False,53
CUST_18067,False,46,27,2,Low,False,24,0,0,Low,73,28,False,53
CUST_18068,True,79,37,2,High,True,89,3,1,Medium,23,87,True,16
CUST_18069,False,41,26,0,Low,True,10,0,0,Low,82,31,False,78
CUST_18070,False,13,10,0,Low,False,17,3,0,Medium,95,39,False,63
CUST_18071,True,88,42,4,High,True,79,0,1,Medium,8,87,True,40
CUST_18072,False,41,25,0,Medium,False,15,3,0,Medium,86,43,False,80
CUST_18073,False,3,6,0,Low,False,31,3,0,Low,79,10,False,84
CUST_18074,True,85,39,5,High,True,68,0,1,High,29,85,True,20
CUST_18075,False,13,10,1,Low,False,13,3,0,Low,92,16,False,95
CUST_18076,True,92,43,2,High,True,71,3,1,Medium,17,92,True,33
CUST_18077,False,33,17,0,Low,False,29,3,0,Low,94,39,False,50
CUST_18078,False,41,40,0,Low,False,23,0,0,Low,97,23,False,58
CUST_18079,False,28,16,0,Low,False,15,3,0,Low,81,40,False,50
CUST_18080,False,8,8,0,Low,False,27,3,0,Low,85,15,False,75
CUST_18081,False,45,29,0,Low,False,13,3,0,Low,90,38,False,79
CUST_18082,False,22,16,1,Medium,False,7,3,0,Low,80,21,False,98
CUST_18083,False,8,18,0,Low,False,13,3,0,Low,95,36,False,97
CUST_18084,False,17,9,0,Low,False,32,3,0,Medium,88,22,False,89
CUST_18085,False,31,18,1,Medium,False,10,0,0,Low,76,34,False,65
CUST_18086,False,19,15,0,Medium,False,28,0,0,Low,90,42,False,54
CUST_18087,False,2,6,0,Low,False,13,0,0,Medium,81,30,False,69
CUST_18088,True,98,42,5,High,True,73,3,1,Low,26,92,True,16
CUST_18089,False,9,9,0,Low,False,18,3,0,Low,81,26,False,54
CUST_18090,False,33,18,0,Low,False,19,0,0,Low,99,5,False,74
CUST_18091,False,32,20,0,Low,False,32,0,0,Low,89,44,False,82
CUST_18092,False,1,6,0,Low,False,28,3,0,Low,71,29,False,60
CUST_18093,False,9,7,0,Low,False,17,3,0,Low,99,26,False,93
CUST_18094,False,22,15,0,Low,False,23,0,0,Low,92,38,False,91
CUST_18095,True,78,38,3,High,True,82,0,1,High,16,80,True,15
CUST_18096,False,32,22,0,Low,False,25,0,0,Low,95,19,False,89
CUST_18097,False,0,7,0,Low,False,26,3,0,Low,93,29,False,68
CUST_18098,False,40,25,0,Medium,False,18,3,0,Low,84,24,False,58
CUST_18099,False,25,17,0,Low,False,20,0,0,Low,86,10,False,56
CUST_18100,True,91,45,3,High,True,67,3,1,High,9,83,True,14
CUST_18101,False,40,35,0,Low,False,29,0,0,Medium,99,12,False,62
CUST_18102,False,12,10,0,Low,False,11,0,0,Low,74,14,False,66
CUST_18103,True,93,46,2,High,True,70,0,1,High,29,85,True,12
CUST_18104,True,89,45,3,High,True,92,0,1,Low,22,81,True,43
CUST_18105,False,12,12,0,Low,False,28,3,0,Low,79,24,False,90
CUST_18106,False,31,18,0,Low,False,11,0,0,Low,80,24,False,57
CUST_18107,False,48,27,0,Low,False,8,3,0,Medium,90,24,False,73
CUST_18108,False,26,17,1,Low,False,20,0,0,Medium,81,30,False,77
CUST_18109,True,91,44,5,High,True,93,0,1,High,9,78,True,13
CUST_18110,True,80,39,2,High,True,60,3,1,High,20,75,True,33
CUST_18111,False,14,10,0,Low,False,32,3,0,Low,77,41,False,82
CUST_18112,False,33,15,0,Low,False,10,0,0,Low,92,9,False,55
CUST_18113,False,26,15,1,Low,False,34,0,0,Low,88,26,False,71
CUST_18114,False,9,10,0,Low,False,6,0,0,Low,79,6,False,84
CUST_18115,True,97,42,3,High,True,63,0,1,Medium,11,81,True,19
CUST_18116,True,95,43,2,High,True,60,3,1,Medium,26,70,True,40
CUST_18117,False,43,25,1,Low,False,5,3,0,Low,91,37,False,92
CUST_18118,False,31,19,0,Low,False,7,0,0,Low,88,28,False,88
CUST_18119,False,48,27,0,Low,False,10,0,0,Low,71,5,False,79
CUST_18120,True,80,42,2,High,True,85,0,1,Low,27,72,True,43
CUST_18121,False,23,14,0,Low,False,25,3,0,Low,77,39,False,62
CUST_18122,False,24,16,0,Low,False,7,0,0,Medium,71,27,False,94
CUST_18123,True,90,45,4,High,True,87,3,3,High,18,97,True,37
CUST_18124,False,35,22,0,Medium,False,14,3,0,Low,86,25,False,88
CUST_18125,False,29,19,0,Low,False,17,0,0,Low,86,10,False,73
CUST_18126,False,16,8,0,Medium,False,21,0,0,Low,72,9,False,58
CUST_18127,False,26,22,0,Medium,False,23,0,0,Low,77,37,False,73
CUST_18128,True,84,42,4,High,True,60,3,2,High,26,78,True,21
CUST_18129,True,88,62,3,High,True,64,4,1,Low,24,84,True,23
CUST_18130,True,79,40,4,High,True,74,3,1,Low,11,72,True,23
CUST_18131,True,76,34,2,High,True,80,3,1,Low,28,87,True,16
CUST_18132,True,89,39,5,High,True,66,3,1,Low,23,80,True,30
CUST_18133,False,2,5,1,Low,False,30,0,0,Low,74,20,False,89
CUST_18134,False,0,5,0,Low,False,28,3,0,High,97,15,False,56
CUST_18135,False,0,6,1,Low,False,29,0,0,Low,86,14,False,85
CUST_18136,False,40,24,1,Low,False,34,0,0,Low,73,10,False,63
CUST_18137,True,78,49,5,High,True,86,0,1,High,24,80,True,41
CUST_18138,False,8,8,0,Low,False,12,3,0,Low,93,15,False,69
CUST_18139,False,32,15,2,Low,False,11,3,0,Medium,86,37,False,85
CUST_18140,False,32,21,1,Low,False,31,0,0,Low,71,13,False,60
CUST_18141,False,0,5,0,Low,False,7,0,0,Low,72,15,False,50
CUST_18142,False,19,15,0,Low,False,15,0,0,Low,83,22,False,79
CUST_18143,False,10,8,0,Low,False,25,3,0,Low,79,18,False,83
CUST_18144,False,13,13,0,Low,False,31,0,0,Low,79,12,False,96
CUST_18145,False,48,28,0,Low,False,9,0,0,Low,74,29,False,83
CUST_18146,False,23,15,0,Low,False,9,0,0,Low,87,25,False,80
CUST_18147,False,21,16,1,Low,False,7,6,0,Low,74,5,False,97
CUST_18148,False,18,9,0,Low,False,22,3,0,Low,97,20,False,76
CUST_18149,True,96,41,4,High,True,78,4,2,Low,20,85,True,14
CUST_18150,False,14,12,0,Low,False,28,0,0,Low,80,30,False,71
CUST_18151,False,4,15,1,Low,False,10,3,0,Medium,75,18,False,61
CUST_18152,False,2,7,0,Low,False,11,0,0,Low,75,17,False,53
CUST_18153,False,19,15,0,Low,False,19,3,0,Low,75,5,False,89
